qkey,SATIS_W86,PERSFIN_W86,SELFNAT_W86,AFROLATINO_W86,POL1JB_W86,HISPSIT_W86,RACESURV56_W86,SKINCLR_W86,F_RACECMB,F_GENDER,F_PARTYSUM_FINAL,F_EDUCCAT3,PRIMARY_LANGUAGE_W86,immgen,discrimlv
201501689214,1,3,3,2,1,3,2,2,1,1,2,1,2,1,0
201501689562,1,2,2,2,1,1,2,2,4,2,1,2,3,2,0
201501690060,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2
201501691562,1,2,2,2,1,3,2,4,5,1,2,1,1,2,0
201501691583,2,2,2,2,1,3,1,1,1,2,2,1,1,2,0
201501695190,1,2,4,2,1,1,2,6,1,2,2,2,3,1,1
201501695484,2,3,3,2,1,3,2,2,1,2,2,1,2,1,8
201501695970,1,3,2,2,1,3,1,2,5,1,1,1,2,2,0
201501698329,1,1,2,2,1,1,1,3,4,1,1,1,1,2,0
201501700755,2,3,2,2,2,2,2,2,1,1,1,1,2,2,4
201501701072,1,3,3,2,1,3,2,3,1,2,2,2,3,1,0
201501701163,2,3,2,2,2,2,1,3,1,1,1,1,1,3,0
201501701572,1,2,3,2,1,1,2,3,4,1,2,1,1,1,5
201501726340,1,2,4,2,1,1,2,3,1,1,2,3,2,1,4
201501726762,2,2,2,2,2,3,2,,1,1,1,1,2,2,1
201501728454,2,3,2,2,1,3,1,3,1,1,2,1,1,3,3
201501732509,1,4,2,1,1,1,3,4,4,1,2,1,1,3,5
201501733270,2,2,1,2,2,3,2,2,1,1,1,1,3,3,2
201501735493,2,3,2,1,1,1,2,6,2,1,2,1,1,2,0
201501737888,2,3,2,2,1,3,1,2,4,2,2,1,1,3,0
201501739890,2,2,2,2,2,3,7,2,4,2,1,1,2,3,0
201501786595,1,2,2,2,1,3,1,4,1,1,2,1,1,2,0
201701202982,1,3,2,2,1,3,2,2,5,1,2,3,1,3,0
201701209591,2,3,4,2,,3,2,2,1,2,2,1,3,1,4
201701216349,2,3,2,2,2,3,1,3,4,1,1,1,2,2,2
201701218985,1,2,2,2,1,2,2,5,5,1,1,1,2,2,1
201701233601,2,3,2,2,2,3,1,4,1,2,1,1,1,3,3
201701239112,2,2,2,2,2,3,2,2,1,2,1,1,1,2,0
201701239846,1,2,2,2,1,3,2,3,1,2,1,1,2,3,0
201701243138,1,3,3,2,1,3,2,4,1,2,2,1,2,1,6
201701253214,2,2,3,2,1,3,7,5,3,2,2,1,1,1,1
201701259063,2,1,2,2,1,3,2,2,1,2,1,1,2,2,2
201701265408,2,1,2,2,1,2,2,2,1,2,2,1,1,3,0
201701603739,2,1,2,2,1,3,7,5,4,1,2,1,1,3,5
201701604606,1,3,3,2,1,1,7,4,,1,2,1,1,1,3
201701605904,2,3,2,2,1,3,2,3,5,1,2,1,1,3,4
201701607819,1,2,2,1,1,3,3,5,2,1,2,1,1,2,2
201701608671,1,2,4,1,1,3,2,3,1,2,2,2,3,1,0
201701609128,1,2,2,2,1,3,1,3,4,2,2,1,1,3,1
201701609372,1,1,2,2,1,3,1,1,4,2,2,1,2,3,0
201701610536,2,2,2,2,2,3,7,5,4,2,1,1,1,3,0
201701610546,2,1,3,2,2,3,2,3,1,1,1,1,2,1,0
201701610930,2,3,3,2,1,3,2,4,5,2,2,1,2,1,0
201701611152,1,3,3,2,1,3,2,2,5,2,1,1,2,1,1
201701614640,2,2,5,2,2,2,2,4,1,2,1,1,3,1,2
201701614857,2,2,2,2,1,2,1,2,4,2,2,1,2,3,0
201701616369,1,1,3,2,1,1,1,1,1,1,2,1,1,1,0
201701618301,1,3,4,2,1,1,1,2,4,2,2,2,1,1,0
201701619463,2,3,5,1,2,2,1,1,1,1,1,3,3,1,0
201701620576,1,3,2,2,1,3,1,3,1,1,2,1,2,2,0
201701622976,1,3,4,2,1,1,8,2,1,2,2,1,3,1,0
201701624259,1,2,1,1,1,1,2,7,5,2,9,3,3,3,0
201701629338,1,2,2,2,1,3,2,7,1,2,2,2,1,2,2
201701630623,2,3,5,1,1,2,7,3,2,1,2,2,1,1,3
201701631249,2,4,2,1,2,2,3,9,4,1,2,2,1,3,1
201701631683,2,3,3,2,2,2,8,2,1,2,1,3,3,1,0
201701635321,2,2,2,1,2,3,8,5,4,2,2,1,1,2,2
201701635779,2,2,2,2,2,3,2,4,1,1,1,1,1,3,0
201701640523,2,4,4,2,1,2,2,5,1,1,2,1,2,1,4
201701642511,2,2,3,2,2,3,7,6,,1,1,2,2,1,5
201701642517,1,3,2,2,1,3,2,,,1,2,1,1,98,2
201701642740,1,3,2,2,,1,1,4,4,1,2,1,1,2,6
201701643166,1,2,2,2,1,1,2,3,5,2,2,3,2,3,0
201701645082,1,2,3,2,1,1,1,2,1,2,2,1,2,1,0
201701649905,2,4,,2,2,2,2,2,5,2,2,3,1,,3
201701650762,1,3,2,2,1,3,2,4,1,2,2,1,2,3,7
201701653727,2,2,2,2,2,2,1,2,1,1,1,1,2,2,0
201701659002,2,3,4,2,1,3,2,2,,2,9,3,3,1,0
201701665582,1,2,4,2,1,1,2,5,5,1,2,1,3,1,0
201701665628,1,2,3,2,1,3,2,4,1,2,2,1,3,1,4
201701667125,2,3,2,2,1,3,2,2,1,1,2,1,2,3,5
201701669600,2,4,2,2,2,3,8,5,,1,1,3,1,2,2
201701670516,2,4,2,1,1,2,2,3,4,2,2,1,1,3,
201701671197,2,2,2,2,2,3,1,2,1,2,1,1,1,3,2
201701676912,1,4,3,2,1,2,7,2,4,2,1,1,1,1,6
201701677731,2,1,2,2,1,2,1,1,1,1,2,1,2,3,0
201701679209,2,3,2,2,1,1,1,,3,1,2,1,1,3,1
201701684785,2,4,2,2,2,2,2,2,1,1,1,2,2,3,0
201701684911,2,4,2,2,1,3,2,5,1,1,2,1,2,3,1
201701687014,1,3,4,2,1,3,1,1,1,2,1,3,3,1,0
201701688460,1,2,2,2,1,1,2,3,1,2,1,1,1,2,4
201701695713,2,2,1,2,1,3,2,2,1,2,1,2,3,3,0
201701697070,,2,2,2,1,1,2,2,1,2,2,1,1,3,0
201701698723,1,4,3,1,1,2,2,5,1,1,2,3,3,1,5
201701700750,1,3,2,2,1,1,2,4,1,2,2,1,1,2,2
201701701610,2,3,2,1,2,3,2,5,5,1,2,3,1,3,7
201701702980,2,3,2,1,2,2,2,5,1,2,2,1,2,2,8
201701703253,1,3,2,2,1,2,1,1,1,2,2,1,1,3,0
201701704709,,3,4,2,1,3,2,,5,2,9,3,3,1,3
201701708598,2,2,2,2,2,2,2,3,1,1,1,1,1,3,0
201701708734,2,4,2,2,2,2,1,4,1,2,2,1,1,2,4
201701712447,2,3,3,1,2,2,3,1,,1,2,3,3,1,4
201701713214,1,2,2,2,1,1,2,4,1,1,2,1,1,3,0
201701716173,2,3,2,2,1,3,1,2,4,2,2,1,2,2,0
201701718200,2,3,2,1,1,2,5,4,5,2,2,1,2,3,8
201701720640,1,1,2,2,1,1,2,6,5,2,2,1,2,2,1
201701723640,1,3,2,2,1,3,1,3,1,1,2,1,1,2,0
201701724617,2,2,2,2,2,3,1,3,4,1,1,1,1,3,0
201701727498,1,1,3,2,1,1,1,1,1,1,2,1,1,1,3
201701729527,2,2,2,2,1,3,2,3,,1,2,1,1,2,5
201701730250,2,4,2,2,,1,2,3,1,1,2,1,1,2,3
201701730532,1,2,2,2,1,3,2,6,5,1,1,1,1,3,5
201701731382,1,3,4,2,1,1,2,2,5,2,2,1,2,1,
201701734331,1,3,4,2,1,1,2,2,5,1,2,3,3,1,0
201801000048,1,3,1,2,1,2,2,1,1,2,2,2,2,3,8
201801000097,1,2,2,2,1,3,1,2,1,2,2,3,1,2,0
201801000099,1,2,2,2,1,2,2,3,,2,2,1,1,2,1
201801000202,1,3,2,2,1,2,1,4,4,2,2,1,2,2,3
201801000240,2,2,2,2,2,3,1,2,1,1,1,2,1,3,1
201801000329,2,4,2,1,1,2,2,5,5,2,2,1,2,3,8
201801000341,2,2,3,2,1,3,1,2,1,2,2,1,2,1,0
201801000419,1,2,2,1,1,1,7,4,4,2,2,3,1,3,0
201801000687,2,4,3,2,1,2,2,3,1,2,2,1,2,1,0
201801000754,2,2,3,2,1,2,1,2,1,2,2,1,2,1,1
201801000924,2,3,2,2,1,3,2,2,,2,2,1,2,2,3
201801000954,1,2,2,2,1,1,1,4,1,1,2,2,1,2,2
201801000984,1,2,2,2,1,2,2,,1,2,2,2,1,3,4
201801001116,1,2,2,2,2,3,2,2,1,2,1,1,1,3,0
201801001147,1,3,4,2,1,1,2,4,1,2,2,1,2,1,5
201801001376,2,3,1,2,2,3,2,4,5,1,1,1,1,3,1
201801001456,2,4,2,2,1,3,2,5,4,2,2,2,1,2,2
201801001499,2,2,1,2,2,2,2,3,5,1,1,1,2,3,0
201801001642,1,3,3,2,1,3,2,2,1,2,2,2,2,1,0
201801001703,2,2,2,2,1,2,1,1,1,2,2,1,2,3,1
201801001705,2,3,2,2,2,3,1,1,1,2,1,1,1,2,1
201801001857,2,3,3,2,2,2,2,1,1,2,2,1,2,1,2
201801002153,2,3,2,2,2,3,8,2,5,1,1,1,1,3,0
201801002185,1,2,2,2,2,3,2,4,4,1,1,2,1,3,0
201801002222,1,3,4,2,1,1,2,2,1,2,9,1,2,1,6
201801002238,2,4,2,2,1,2,2,,1,2,2,1,2,2,4
201801002372,1,2,2,2,1,3,2,7,1,1,2,1,1,2,4
201801002476,1,3,4,2,1,3,2,4,5,1,2,3,2,1,2
201801002494,1,2,2,2,1,3,2,6,1,1,2,1,1,2,0
201801002768,1,2,,2,1,3,1,3,1,2,2,2,2,,3
201801002884,1,3,2,2,1,3,2,2,1,1,2,1,2,2,0
201801002921,1,3,4,2,1,3,2,4,,2,2,1,3,1,0
201801002962,2,3,2,2,1,3,2,4,,1,2,1,2,2,0
201801003162,2,2,4,2,1,3,1,4,4,1,2,1,2,1,6
201801003350,2,2,4,2,1,1,2,3,5,1,2,1,1,1,3
201801003559,1,2,4,2,1,1,2,3,1,2,9,1,2,1,0
201801003561,1,3,2,2,1,1,2,3,5,2,2,2,1,3,0
201801003595,1,3,2,2,1,2,5,4,5,1,1,3,2,2,6
201801003838,1,2,4,2,1,1,2,5,1,1,2,2,2,1,5
201801003867,2,3,2,2,2,2,2,5,1,2,2,1,1,3,0
201801004035,2,1,4,2,2,3,1,1,1,2,1,1,2,1,5
201801004146,2,4,2,2,1,3,2,3,4,1,2,2,1,3,0
201801004166,2,2,2,2,2,1,2,3,1,2,1,2,3,2,1
201801004314,1,2,2,2,1,3,1,1,1,2,2,1,2,3,8
201801004432,2,2,2,2,1,2,2,3,1,1,2,1,1,2,0
201801004640,1,2,2,2,1,3,2,3,1,2,2,1,2,2,0
201801004970,1,4,2,2,1,2,2,4,4,1,2,1,1,2,6
201801005075,1,3,2,2,1,3,5,5,5,2,2,1,1,3,7
201801005161,2,2,2,2,2,3,2,4,1,2,1,1,1,3,3
201801005182,1,2,2,2,1,3,2,2,1,1,2,1,2,3,0
201801005441,1,2,2,2,1,1,2,3,1,2,2,1,2,2,0
201801005504,1,3,2,2,1,3,2,4,,2,2,1,2,2,3
201801005624,2,4,2,2,1,3,2,3,1,2,2,1,1,3,2
201801005705,2,2,2,2,1,3,2,3,1,2,2,1,2,2,0
201801005846,2,2,2,2,2,3,2,3,5,2,2,1,2,2,4
201801005861,2,4,3,2,1,3,2,2,1,2,2,1,2,1,6
201801005905,2,1,2,2,2,3,2,2,4,1,1,2,1,3,1
201801006132,1,3,4,2,1,3,2,4,,2,2,1,2,1,0
201801006177,1,,2,2,2,3,5,1,1,2,1,2,2,98,6
201801006202,1,3,2,2,1,2,2,1,5,2,2,1,2,2,1
201801006294,1,2,2,2,1,3,2,4,1,2,2,1,1,3,2
201801006487,2,2,2,2,1,2,2,3,5,2,2,1,1,2,6
201801006537,2,3,2,2,2,3,1,2,1,2,9,1,1,3,1
201801006549,1,3,4,2,1,1,2,3,1,2,2,1,2,1,0
201801006552,1,3,2,2,1,3,2,2,1,2,1,1,2,2,0
201801006666,2,3,2,2,2,3,2,2,5,2,1,1,2,2,1
201801006703,2,4,2,2,1,3,2,2,5,2,2,1,1,2,2
201801007077,2,2,2,2,2,3,2,2,1,2,2,1,2,2,1
201801007113,1,3,2,2,1,3,8,3,5,1,2,1,1,2,3
201801007426,2,3,4,2,1,3,2,2,3,1,2,2,2,1,4
201801007441,1,3,2,2,1,3,2,2,1,2,2,2,2,2,5
201801007475,,2,2,2,1,3,2,4,1,2,2,2,2,2,
201801007527,1,3,2,1,1,1,2,3,4,2,2,1,2,3,0
201801007627,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1
201801007655,2,2,3,2,1,3,8,6,5,2,2,1,2,1,6
201801007690,2,2,2,2,2,3,2,2,,2,2,1,2,2,1
201801007706,2,2,2,2,1,2,1,3,4,2,2,2,1,2,0
201801007933,1,2,1,1,1,2,2,3,1,1,2,3,2,3,4
201801008133,2,4,2,1,1,2,5,6,5,2,2,1,1,3,5
201801008286,2,3,4,2,1,2,2,3,5,1,9,1,2,1,5
201801008499,2,3,2,2,2,2,1,,1,2,1,1,2,98,0
201801008745,1,2,3,2,1,1,2,2,1,1,2,1,3,1,0
201801008997,2,3,2,2,1,3,2,2,1,2,2,1,2,2,1
201801009064,1,2,4,2,1,1,2,3,1,1,2,1,2,1,1
201801009096,1,3,2,2,1,3,2,7,5,1,2,1,2,2,5
201801009209,1,4,2,2,1,2,2,4,,1,2,1,1,2,2
201801009301,1,3,,2,1,3,2,2,5,2,9,1,2,,4
201801009460,1,2,3,1,1,1,7,4,2,2,2,1,2,1,1
201801009560,2,4,2,2,1,2,1,1,,2,2,1,2,3,4
201801009810,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1
201801009995,2,3,2,2,,3,2,,1,2,1,1,2,2,2
201801010042,2,4,2,2,2,2,2,4,,2,2,1,2,2,1
201801010446,1,2,1,1,1,2,2,6,5,1,2,1,2,3,8
201801010469,2,2,2,1,1,3,7,4,2,2,2,1,1,3,0
201801010520,2,2,4,2,1,1,1,2,5,1,2,1,1,1,1
201801010875,2,3,2,2,1,3,1,4,1,1,2,1,2,3,5
201801011030,1,2,2,2,1,3,1,2,1,1,2,1,2,2,2
201801011032,1,3,2,2,1,3,2,3,1,2,2,1,2,2,6
201801011072,1,2,2,2,1,1,2,4,5,1,2,1,1,3,0
201801011142,2,2,3,2,2,1,2,4,1,1,1,1,2,1,2
201801011170,2,3,3,2,1,3,2,3,1,1,9,1,1,1,0
201801011187,2,4,3,2,1,1,2,6,5,2,2,1,2,1,1
201801011196,1,2,2,2,1,3,2,4,1,1,2,1,1,2,0
201801011274,1,3,2,2,1,3,1,3,1,1,2,1,2,3,0
201801011390,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2
201801011392,2,2,2,1,1,3,7,3,4,2,2,1,1,3,0
201801011503,1,3,2,2,1,1,8,2,1,2,2,1,2,3,1
201801011648,1,2,2,2,1,2,7,1,1,2,2,1,2,3,0
201801011790,1,3,2,2,1,3,2,5,1,2,1,1,2,2,5
201801011816,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2
201801011929,2,2,2,2,2,1,7,2,1,1,1,1,1,2,0
201801012001,1,2,2,2,1,3,2,2,1,1,2,1,1,2,4
201801012191,1,3,1,1,1,3,2,4,4,1,2,1,2,3,0
201801012339,1,2,3,2,1,1,2,2,5,1,2,1,3,1,7
201801012399,1,4,,1,1,1,2,,4,2,2,3,2,,1
201801012477,1,2,1,1,2,2,5,3,1,2,2,1,3,2,5
201801012539,2,4,2,1,1,3,7,3,2,2,2,2,1,3,0
201801012563,1,2,3,2,1,1,1,1,1,1,2,1,2,1,0
201801012654,2,3,1,1,1,1,2,2,5,2,2,3,2,3,5
201801012721,2,3,2,2,1,3,2,4,,2,2,1,2,3,5
201801012748,2,1,2,2,2,3,1,1,1,1,1,1,2,3,0
201801012915,2,3,3,1,1,3,2,2,1,2,1,1,1,1,3
201801013132,1,2,5,2,1,1,1,2,1,2,2,1,2,1,0
201801013161,2,4,3,2,1,3,2,4,5,1,2,1,3,1,0
201801013189,1,2,3,2,1,1,2,1,1,1,2,1,2,1,0
201801013506,1,2,3,2,1,1,2,1,1,2,9,1,3,1,0
201801013592,1,2,2,2,1,3,2,2,1,1,2,1,1,2,0
201801013784,1,3,2,2,1,3,2,1,1,2,2,1,2,2,0
201801013929,1,2,5,2,1,3,2,1,1,1,2,2,2,1,2
201801013943,2,3,2,2,1,3,2,3,1,2,2,1,1,2,3
201801014053,2,3,1,2,2,1,1,2,1,1,1,1,2,2,0
201801014090,1,1,,2,1,3,2,1,1,1,2,1,2,,7
201801014093,2,2,3,2,2,2,2,3,1,2,2,2,2,1,0
201801014195,,3,3,2,1,3,2,3,,2,2,1,3,1,0
201801014202,2,3,5,2,2,2,1,1,1,1,2,1,1,1,0
201801014234,1,2,3,2,1,2,2,3,1,2,2,1,2,1,5
201801014390,2,4,2,2,1,3,1,1,1,2,2,1,2,2,2
201801014577,1,1,2,2,2,3,6,6,1,1,1,1,1,2,1
201801014578,2,2,5,2,2,2,1,,1,2,1,1,2,1,0
201801014647,2,2,4,2,2,3,2,2,1,1,1,2,2,1,0
201801014731,1,2,2,1,1,3,2,3,1,2,1,1,2,2,8
201801015275,1,2,2,2,1,3,1,3,1,1,2,1,1,3,0
201801015500,2,2,1,2,2,3,1,1,,1,1,1,2,3,1
201801015581,1,3,4,2,2,3,2,8,5,1,2,1,2,1,4
201801015620,2,4,2,1,1,3,2,3,1,2,2,1,2,3,4
201801015624,2,3,2,1,2,2,3,5,2,2,2,1,2,3,0
201801016016,2,2,2,2,1,2,1,5,1,1,1,1,2,3,1
201801016120,1,3,2,2,1,2,2,3,1,2,1,1,2,2,4
201801016443,2,2,2,2,2,3,1,2,1,2,1,1,1,3,
201801016774,2,4,2,2,1,3,2,,5,2,2,1,1,2,2
201801016880,2,2,2,1,1,3,1,2,,1,2,1,2,3,0
201801017037,1,2,2,2,1,3,2,3,1,2,2,1,2,2,4
201801017060,1,2,2,2,1,3,1,1,1,1,2,1,2,2,0
201801017228,2,2,2,2,1,3,2,5,5,2,2,1,2,2,1
201801017247,2,3,2,2,1,3,2,2,5,1,2,2,1,3,0
201801017422,2,4,2,2,2,2,2,4,4,2,2,1,1,2,6
201801017429,2,3,2,2,2,3,2,4,1,1,1,1,1,3,4
201801017490,1,3,4,2,1,3,2,4,1,1,1,1,2,1,3
201801017510,2,2,2,2,1,1,2,4,5,1,2,1,1,2,3
201801017893,2,3,4,2,1,1,2,2,1,2,9,2,3,1,0
201801018182,1,3,4,2,1,1,2,2,1,1,2,3,2,1,3
201801018360,1,1,2,2,1,3,2,3,1,2,2,2,1,3,0
201801018472,2,3,2,2,1,2,2,3,5,2,2,2,1,2,3
201801018600,1,2,2,2,1,1,2,3,1,2,2,1,1,3,5
201801018651,1,3,,2,1,3,2,3,1,2,1,1,3,,5
201801018713,2,4,2,,1,2,7,5,4,2,2,1,1,2,7
201801018787,1,3,2,2,1,3,5,3,5,1,1,1,1,3,0
201801018888,2,4,2,2,2,3,2,4,,1,2,2,1,2,8
201801018913,1,2,2,2,1,2,2,2,1,2,2,2,1,3,1
201801019061,2,3,4,2,2,1,2,5,5,1,2,1,3,1,4
201801019118,2,3,2,2,1,2,2,3,1,2,2,2,2,2,7
201801019166,2,2,2,2,2,3,7,4,4,1,1,1,2,2,0
201801019195,2,4,2,1,2,1,2,,5,3,1,3,1,2,8
201801019301,2,3,2,2,2,3,2,5,5,2,9,1,1,3,0
201801019417,2,2,2,2,1,2,2,6,,1,2,1,1,2,5
201801019458,2,2,2,2,2,3,2,4,5,2,2,1,1,3,2
201801019588,1,2,2,1,1,1,2,5,1,2,2,2,2,2,1
201801019604,2,1,3,2,1,3,2,2,1,2,2,1,2,1,0
201801019645,1,3,2,1,1,3,2,4,5,2,2,2,2,2,0
201801019707,2,2,2,2,1,3,2,4,1,2,2,1,1,3,0
201801019754,2,3,3,2,1,1,1,1,1,1,1,1,2,1,5
201801019778,2,2,3,2,2,1,2,1,4,2,2,2,2,1,1
201801019889,1,2,5,1,1,1,2,2,5,1,2,1,3,1,1
201801020031,2,2,2,1,2,3,7,4,4,2,1,1,2,3,1
201801020091,2,2,3,2,2,2,2,3,1,2,1,1,2,1,1
201801020160,2,1,3,2,1,3,8,3,1,1,2,1,2,1,1
201801020232,1,3,2,2,1,2,2,2,1,,2,1,1,2,1
201801020250,2,2,3,2,2,3,2,3,1,1,1,1,2,1,0
201801020291,1,3,4,2,1,3,2,4,4,2,2,3,3,1,1
201801020339,2,3,2,2,2,2,2,3,1,2,1,1,2,3,2
201801020386,1,2,3,2,1,3,2,2,1,1,2,1,3,1,3
201801020446,2,4,2,2,2,3,2,3,1,1,1,1,1,2,0
201801020566,2,2,2,2,2,3,2,3,1,1,1,3,2,2,0
201801020611,2,4,2,2,1,3,2,2,5,2,2,3,2,3,0
201801020928,2,2,2,2,2,3,2,2,1,1,1,1,1,3,0
201801020976,2,2,2,2,1,3,2,2,1,2,2,1,1,3,3
201801020998,2,4,2,2,2,3,2,4,1,2,2,2,2,2,0
201801021110,2,3,2,2,1,1,1,1,1,2,2,1,1,3,0
201801021315,1,2,2,2,1,3,2,2,1,1,1,1,1,3,0
201801021352,2,2,2,2,1,3,4,4,4,1,2,1,1,2,4
201801021448,1,3,4,2,1,3,2,4,1,1,2,1,2,1,1
201801021449,2,3,2,2,2,3,1,1,1,2,2,1,1,3,0
201801021467,1,2,2,2,1,1,2,2,1,1,2,1,1,2,1
201801021513,1,1,2,2,1,1,2,2,1,2,2,1,2,3,8
201801021571,2,3,2,2,1,2,2,3,1,2,1,1,2,3,3
201801021693,1,3,2,2,1,2,2,1,1,2,2,1,1,3,0
201801021763,2,1,2,2,2,2,2,7,5,1,1,2,1,2,0
201801021788,,3,4,2,,3,,2,1,2,9,2,2,1,
201801021976,1,2,2,2,1,3,2,5,1,2,2,2,1,2,3
201801021986,2,3,2,2,2,3,2,4,1,1,1,1,2,2,2
201801022067,1,2,4,2,1,1,2,6,1,1,2,2,2,1,2
201801022099,1,3,2,2,1,3,7,5,4,1,2,1,1,2,0
201801022194,2,4,4,2,2,3,2,4,5,1,2,1,2,1,1
201801022207,2,3,,2,1,3,2,,5,2,9,3,3,,0
201801022257,1,2,4,2,1,3,2,3,1,2,2,3,3,1,4
201801022262,1,2,4,2,1,1,2,4,5,2,1,1,2,1,0
201801022366,1,1,2,2,1,3,1,1,,2,2,1,2,2,0
201801022399,1,2,4,2,2,3,2,3,1,2,1,1,2,1,0
201801022520,2,1,1,2,1,1,1,2,1,1,1,1,2,3,0
201801022588,1,2,2,2,1,1,2,2,1,2,2,1,1,2,7
201801022661,1,3,2,2,1,2,2,5,1,2,2,1,1,2,4
201801022692,1,2,2,2,1,3,2,3,1,2,2,1,1,3,0
201801022862,2,3,2,2,1,3,1,2,1,1,1,2,1,2,2
201801023124,2,4,2,2,1,2,2,4,1,2,2,1,2,2,1
201801023145,1,4,2,2,1,3,2,4,1,2,2,1,2,2,1
201801023224,1,2,2,2,1,3,2,,,1,1,1,2,2,5
201801023440,1,4,2,2,1,3,2,4,1,2,2,1,1,3,0
201801023469,1,3,2,2,1,3,2,3,1,2,2,1,1,2,7
201801023479,2,3,2,2,2,3,2,2,1,2,1,2,1,2,0
201801023702,2,2,2,2,1,3,1,2,1,1,2,1,1,3,0
201801023720,1,1,2,2,1,3,2,3,4,2,2,1,2,2,5
201801023767,1,2,,2,1,1,8,3,1,1,2,1,2,,2
201801023861,1,2,2,2,1,3,1,2,5,2,2,1,1,3,1
201801024051,2,2,2,2,2,3,1,1,1,1,1,1,1,3,0
201801024092,1,3,2,2,1,2,2,6,,1,2,1,1,2,4
201801024170,1,3,1,2,1,3,2,2,5,2,2,2,1,3,2
201801024200,1,2,2,2,1,3,2,2,4,1,2,2,1,3,6
201801024212,1,2,2,2,2,3,7,3,5,2,1,1,1,2,5
201801024229,2,4,2,2,1,2,1,1,1,1,2,1,1,3,0
201801024233,1,3,2,2,1,1,2,3,1,1,1,1,1,2,5
201801024384,2,3,2,2,1,2,2,5,1,2,1,1,1,3,5
201801024427,2,1,2,2,1,2,1,1,1,2,2,1,1,3,0
201801024628,2,2,2,2,2,2,2,4,1,2,9,1,2,2,0
201801024787,1,3,2,1,1,3,2,3,1,2,2,1,2,2,4
201801024892,1,2,1,2,1,1,2,3,1,2,2,1,2,3,2
201801024920,1,3,2,1,1,2,2,6,4,2,2,1,2,2,4
201801025006,1,3,2,2,1,2,2,4,1,2,2,2,2,2,7
201801025064,2,3,2,2,2,2,2,2,1,2,1,1,1,2,0
201801025303,2,4,2,2,1,1,2,2,5,2,2,2,2,3,0
201801025325,2,3,2,2,2,3,7,5,4,2,1,1,1,3,2
201801025335,1,2,2,2,,2,2,4,1,2,2,1,1,3,3
201801025396,1,2,2,2,1,3,2,2,1,2,1,1,1,3,1
201801025542,1,3,2,2,1,2,1,1,1,2,2,2,1,3,0
201801025548,1,2,2,2,1,3,2,3,1,2,2,1,1,3,0
201801025673,2,4,2,2,1,3,2,4,5,2,2,2,1,3,6
201801025674,2,4,2,1,2,2,7,7,5,3,1,2,2,2,7
201801025725,1,3,4,2,1,3,2,3,5,1,2,2,2,1,0
201801025873,1,2,4,2,1,2,4,2,1,2,2,1,2,1,2
201801025928,2,3,2,2,1,3,1,1,4,1,2,1,1,2,0
201801025941,1,4,2,2,1,3,2,4,,2,2,1,2,2,3
201801026228,1,3,4,2,1,3,2,2,5,1,2,1,2,1,0
201801026273,2,3,4,1,1,3,2,5,1,2,2,2,3,1,0
201801026461,1,3,2,2,1,3,2,3,1,1,2,1,1,2,5
201801026531,2,3,2,2,1,2,2,2,1,2,2,1,2,3,5
201801026547,1,2,3,2,1,2,2,5,5,1,2,1,2,1,0
201801026612,1,3,2,2,1,3,2,3,1,2,2,1,1,2,4
201801026687,2,4,2,2,1,1,1,3,4,2,2,1,1,3,1
201801026702,1,2,4,,1,1,2,2,5,1,9,2,2,1,0
201801026736,2,4,2,2,1,2,2,5,5,2,2,2,2,3,7
201801026804,1,1,2,2,1,3,2,3,1,1,2,1,1,3,0
201801027066,1,2,2,2,1,2,2,3,1,2,2,1,1,3,5
201801027120,1,1,2,2,1,1,1,2,5,1,2,1,1,3,2
201801027281,2,2,2,2,1,3,2,5,1,1,2,1,2,2,0
201801027461,1,2,4,2,1,3,2,4,5,1,1,1,3,1,0
201801027526,2,3,2,2,1,2,2,4,1,2,2,1,1,2,1
201801027530,1,3,2,2,1,1,1,1,1,1,2,2,2,2,8
201801027867,2,3,2,2,2,3,2,7,5,2,2,1,2,2,4
201801027874,1,2,3,2,1,2,2,3,5,2,2,2,2,1,0
201801028005,1,3,2,2,1,2,2,3,5,2,2,2,2,2,2
201801028047,2,2,2,2,2,2,2,3,1,2,1,1,2,2,0
201801028082,1,3,3,2,1,3,2,1,5,1,2,1,2,1,8
201801028152,2,3,2,2,1,1,2,4,1,1,2,1,1,3,2
201801028345,1,3,2,2,1,3,2,5,3,2,2,1,2,2,1
201801028394,1,2,2,1,1,2,1,1,,,2,1,2,2,0
201801028536,2,3,4,2,2,2,2,3,1,1,1,1,2,1,0
201801028556,2,2,2,2,1,3,2,6,4,2,2,1,1,2,0
201801028630,1,3,4,2,1,1,2,1,1,1,2,1,2,1,2
201801028677,2,3,2,2,1,3,2,3,1,2,2,2,1,3,0
201801028719,2,3,4,2,2,3,7,5,5,2,1,2,3,1,7
201801028720,1,3,2,2,1,2,2,3,5,2,2,1,2,2,0
201801028729,2,1,2,2,2,1,2,5,1,2,1,1,1,3,1
201801029055,2,3,4,2,1,2,2,3,1,2,2,2,3,1,0
201801029056,2,2,2,2,2,2,5,3,5,2,1,1,2,3,1
